order_id,customer_id,order_datetime,city,is_member,age_group,category,items_count,discount_pct,order_value,payment_method,distance_km,is_raining,prep_time_min,promised_time_min,delivery_time_min,rating,refund_requested,order_date,month,month_name,weekday,dow,is_weekend,hour,day_part,is_peak,delay_min,is_delayed,gross_value,discount_amount,distance_band,delay_bucket
ORD110499,C02505,2025-03-18 21:55:00,Delhi NCR,False,35-44,"Atta, Rice & Dal",3,0,494.12,Wallet,1.53,False,2.4,14,5.6,5.0,False,2025-03-18,3,Mar,Tuesday,1,0,21,Evening,1,0.0,0,494.12,0.0,1-2 km,On time
ORD108670,C02646,2025-05-20 10:53:00,Pune,False,18-24,Chocolates & Sweets,3,0,332.88,UPI,0.37,False,3.6,10,5.0,5.0,False,2025-05-20,5,May,Tuesday,1,0,10,Morning,0,0.0,0,332.88,0.0,0-1 km,On time
ORD110597,C02822,2025-10-25 04:51:00,Bengaluru,False,35-44,Cold Drinks & Juices,2,10,69.98,UPI,0.3,True,3.3,10,5.3,4.0,False,2025-10-25,10,Oct,Saturday,5,1,4,Late Night,0,0.0,0,77.75555555555556,7.775555555555556,0-1 km,On time
ORD107495,C01328,2025-11-13 18:03:00,Bengaluru,False,35-44,"Atta, Rice & Dal",5,10,350.99,UPI,1.11,False,2.7,10,9.2,4.0,False,2025-11-13,11,Nov,Thursday,3,0,18,Evening,0,0.0,0,389.9888888888889,38.99888888888887,1-2 km,On time
ORD121070,C01770,2025-01-06 21:09:00,Pune,False,35-44,Dairy & Bread,1,0,45.27,UPI,1.33,True,2.9,10,12.0,4.0,False,2025-01-06,1,Jan,Monday,0,0,21,Evening,1,2.0,1,45.27,0.0,1-2 km,1-3 min late
ORD106688,C00575,2025-06-26 00:40:00,Pune,False,25-34,Instant & Frozen Food,4,10,175.82,Cash on Delivery,1.19,False,3.8,10,6.8,5.0,False,2025-06-26,6,Jun,Thursday,3,0,0,Late Night,0,0.0,0,195.35555555555555,19.53555555555556,1-2 km,On time
ORD120632,C01779,2025-03-06 22:12:00,Mumbai,True,18-24,Snacks & Munchies,3,5,122.93,UPI,0.53,False,1.7,10,5.0,5.0,False,2025-03-06,3,Mar,Thursday,3,0,22,Night,0,0.0,0,129.4,6.469999999999999,0-1 km,On time
ORD105382,C01972,2025-11-07 20:11:00,Kolkata,True,18-24,Cold Drinks & Juices,4,0,293.92,UPI,1.25,False,3.3,10,10.5,3.0,False,2025-11-07,11,Nov,Friday,4,0,20,Evening,1,0.5,1,293.92,0.0,1-2 km,1-3 min late
ORD117269,C00239,2025-03-20 22:47:00,Delhi NCR,False,25-34,Cold Drinks & Juices,3,10,83.88,Wallet,1.7,False,3.1,14,9.1,5.0,False,2025-03-20,3,Mar,Thursday,3,0,22,Night,0,0.0,0,93.19999999999999,9.319999999999993,1-2 km,On time
ORD119319,C00547,2025-06-11 08:36:00,Mumbai,True,25-34,Baby & Pet Care,2,5,279.22,Credit/Debit Card,0.34,True,2.2,10,5.0,4.0,False,2025-06-11,6,Jun,Wednesday,2,0,8,Morning,1,0.0,0,293.91578947368424,14.695789473684215,0-1 km,On time
ORD120374,C01059,2025-08-19 22:41:00,Bengaluru,False,25-34,Fruits & Vegetables,4,0,211.9,UPI,1.47,False,3.4,10,12.0,5.0,False,2025-08-19,8,Aug,Tuesday,1,0,22,Night,0,2.0,1,211.9,0.0,1-2 km,1-3 min late
ORD123101,C00560,2025-12-31 09:35:00,Mumbai,True,25-34,Dairy & Bread,2,0,137.78,UPI,1.96,False,3.4,14,14.2,5.0,False,2025-12-31,12,Dec,Wednesday,2,0,9,Morning,1,0.1999999999999993,1,137.78,0.0,1-2 km,1-3 min late
ORD105954,C02967,2025-12-07 20:26:00,Mumbai,False,35-44,Chocolates & Sweets,4,0,247.89,UPI,2.5,False,3.7,14,13.9,,False,2025-12-07,12,Dec,Sunday,6,1,20,Evening,1,0.0,0,247.89,0.0,2-3 km,On time
ORD123045,C01605,2025-08-30 09:44:00,Delhi NCR,False,25-34,Fruits & Vegetables,3,0,218.73,Credit/Debit Card,0.78,False,2.5,10,5.0,5.0,False,2025-08-30,8,Aug,Saturday,5,1,9,Morning,1,0.0,0,218.73,0.0,0-1 km,On time
ORD131277,C00077,2025-01-14 15:28:00,Mumbai,False,25-34,Snacks & Munchies,2,5,70.29,UPI,0.54,False,3.1,10,6.0,5.0,True,2025-01-14,1,Jan,Tuesday,1,0,15,Afternoon,0,0.0,0,73.98947368421054,3.699473684210531,0-1 km,On time
ORD102664,C02471,2025-10-26 11:55:00,Mumbai,False,25-34,Fruits & Vegetables,7,0,388.02,UPI,2.44,False,4.6,14,11.5,5.0,True,2025-10-26,10,Oct,Sunday,6,1,11,Morning,0,0.0,0,388.02,0.0,2-3 km,On time
ORD114822,C00249,2025-06-07 18:09:00,Mumbai,False,35-44,Instant & Frozen Food,5,0,861.53,Credit/Debit Card,1.37,True,5.0,10,9.5,5.0,False,2025-06-07,6,Jun,Saturday,5,1,18,Evening,0,0.0,0,861.53,0.0,1-2 km,On time
ORD129817,C01208,2025-05-07 18:22:00,Mumbai,True,18-24,Baby & Pet Care,6,0,1137.75,Cash on Delivery,2.77,False,3.9,14,13.5,,False,2025-05-07,5,May,Wednesday,2,0,18,Evening,0,0.0,0,1137.75,0.0,2-3 km,On time
ORD118081,C01471,2025-07-02 10:12:00,Kolkata,True,45+,Household & Cleaning,3,0,403.68,Cash on Delivery,2.18,False,3.4,14,7.9,5.0,False,2025-07-02,7,Jul,Wednesday,2,0,10,Morning,0,0.0,0,403.68,0.0,2-3 km,On time
ORD105838,C02138,2025-11-15 02:24:00,Hyderabad,True,18-24,Dairy & Bread,3,15,150.17,UPI,1.73,False,2.4,14,10.9,5.0,False,2025-11-15,11,Nov,Saturday,5,1,2,Late Night,0,0.0,0,176.6705882352941,26.500588235294117,1-2 km,On time
ORD105407,C02266,2025-08-22 15:29:00,Delhi NCR,False,18-24,Instant & Frozen Food,2,0,192.74,UPI,2.29,False,3.9,14,11.0,4.0,False,2025-08-22,8,Aug,Friday,4,0,15,Afternoon,0,0.0,0,192.74,0.0,2-3 km,On time
ORD103826,C01068,2025-08-30 20:03:00,Bengaluru,False,25-34,Dairy & Bread,2,5,136.15,UPI,0.41,False,3.1,10,5.1,5.0,False,2025-08-30,8,Aug,Saturday,5,1,20,Evening,1,0.0,0,143.31578947368422,7.165789473684214,0-1 km,On time
ORD102508,C00571,2025-08-16 20:34:00,Mumbai,False,35-44,Dairy & Bread,7,0,529.94,UPI,1.6,True,4.8,14,10.4,4.0,False,2025-08-16,8,Aug,Saturday,5,1,20,Evening,1,0.0,0,529.94,0.0,1-2 km,On time
ORD100596,C00662,2025-08-06 12:07:00,Pune,False,45+,Personal Care,3,0,613.72,Credit/Debit Card,0.56,False,4.1,10,7.8,5.0,False,2025-08-06,8,Aug,Wednesday,2,0,12,Afternoon,0,0.0,0,613.72,0.0,0-1 km,On time
ORD131759,C00340,2025-02-03 14:37:00,Kolkata,False,25-34,"Atta, Rice & Dal",3,20,335.57,UPI,0.8,False,4.1,10,7.3,4.0,False,2025-02-03,2,Feb,Monday,0,0,14,Afternoon,0,0.0,0,419.4625,83.89249999999998,0-1 km,On time
ORD127033,C02780,2025-03-05 02:52:00,Delhi NCR,True,18-24,Chocolates & Sweets,1,10,74.8,Wallet,1.41,False,4.1,10,5.0,5.0,False,2025-03-05,3,Mar,Wednesday,2,0,2,Late Night,0,0.0,0,83.1111111111111,8.311111111111103,1-2 km,On time
ORD117212,C02373,2025-07-14 21:53:00,Mumbai,True,18-24,Snacks & Munchies,9,5,833.25,UPI,1.57,False,3.7,14,9.3,5.0,False,2025-07-14,7,Jul,Monday,0,0,21,Evening,1,0.0,0,877.1052631578948,43.8552631578948,1-2 km,On time
ORD114748,C00221,2025-06-24 13:12:00,Mumbai,False,18-24,Chocolates & Sweets,4,10,259.45,Pay Later,0.32,True,5.3,10,7.0,5.0,False,2025-06-24,6,Jun,Tuesday,1,0,13,Afternoon,0,0.0,0,288.27777777777777,28.827777777777783,0-1 km,On time
ORD105679,C00432,2025-07-10 07:19:00,Hyderabad,False,25-34,Fruits & Vegetables,9,0,1117.95,UPI,0.67,False,5.0,10,10.5,4.0,False,2025-07-10,7,Jul,Thursday,3,0,7,Morning,0,0.5,1,1117.95,0.0,0-1 km,1-3 min late
ORD125368,C02107,2025-01-26 21:46:00,Hyderabad,True,18-24,Dairy & Bread,2,10,90.36,UPI,4.7,False,4.5,22,19.1,5.0,False,2025-01-26,1,Jan,Sunday,6,1,21,Evening,1,0.0,0,100.39999999999999,10.039999999999992,4+ km,On time
ORD131242,C00345,2025-12-27 18:41:00,Hyderabad,True,25-34,Fruits & Vegetables,2,0,130.19,Pay Later,0.53,True,3.9,10,6.5,5.0,False,2025-12-27,12,Dec,Saturday,5,1,18,Evening,0,0.0,0,130.19,0.0,0-1 km,On time
ORD126552,C02735,2025-06-01 04:22:00,Delhi NCR,False,18-24,Dairy & Bread,1,0,55.37,UPI,1.58,False,3.5,14,8.5,4.0,False,2025-06-01,6,Jun,Sunday,6,1,4,Late Night,0,0.0,0,55.37,0.0,1-2 km,On time
ORD112367,C01270,2025-11-05 22:04:00,Mumbai,False,35-44,Cold Drinks & Juices,2,0,77.63,Wallet,0.47,False,4.3,10,10.0,5.0,False,2025-11-05,11,Nov,Wednesday,2,0,22,Night,0,0.0,0,77.63,0.0,0-1 km,On time
ORD109926,C02774,2025-02-04 20:18:00,Delhi NCR,False,25-34,Electronics & Accessories,2,10,750.13,Pay Later,1.29,False,3.1,10,10.5,5.0,False,2025-02-04,2,Feb,Tuesday,1,0,20,Evening,1,0.5,1,833.4777777777778,83.34777777777776,1-2 km,1-3 min late
ORD100288,C00109,2025-06-29 21:19:00,Delhi NCR,False,18-24,"Atta, Rice & Dal",3,0,342.04,UPI,2.12,False,2.6,14,9.2,5.0,False,2025-06-29,6,Jun,Sunday,6,1,21,Evening,1,0.0,0,342.04,0.0,2-3 km,On time
ORD119059,C00054,2025-12-13 15:50:00,Bengaluru,True,35-44,Instant & Frozen Food,1,5,140.56,UPI,1.53,True,4.6,14,10.0,4.0,False,2025-12-13,12,Dec,Saturday,5,1,15,Afternoon,0,0.0,0,147.95789473684212,7.397894736842119,1-2 km,On time
ORD107427,C02261,2025-08-15 20:19:00,Bengaluru,False,25-34,Personal Care,3,10,577.95,Credit/Debit Card,2.61,False,2.0,14,11.2,4.0,False,2025-08-15,8,Aug,Friday,4,0,20,Evening,1,0.0,0,642.1666666666667,64.2166666666667,2-3 km,On time
ORD129577,C01067,2025-12-09 07:39:00,Mumbai,False,25-34,"Atta, Rice & Dal",2,0,196.75,UPI,2.83,False,3.3,14,9.8,5.0,False,2025-12-09,12,Dec,Tuesday,1,0,7,Morning,0,0.0,0,196.75,0.0,2-3 km,On time
ORD103492,C01264,2025-08-29 13:42:00,Kolkata,True,35-44,Fruits & Vegetables,4,0,226.57,Wallet,0.91,True,5.2,10,11.7,5.0,False,2025-08-29,8,Aug,Friday,4,0,13,Afternoon,0,1.6999999999999993,1,226.57,0.0,0-1 km,1-3 min late
ORD126476,C01579,2025-09-09 18:32:00,Kolkata,True,25-34,Dairy & Bread,3,0,140.66,UPI,0.87,False,2.7,10,5.0,4.0,False,2025-09-09,9,Sep,Tuesday,1,0,18,Evening,0,0.0,0,140.66,0.0,0-1 km,On time
ORD131970,C02262,2025-06-02 09:14:00,Kolkata,True,25-34,Electronics & Accessories,5,0,2401.96,UPI,2.72,False,2.5,14,13.4,5.0,False,2025-06-02,6,Jun,Monday,0,0,9,Morning,1,0.0,0,2401.96,0.0,2-3 km,On time
ORD128906,C01638,2025-07-11 23:55:00,Kolkata,False,25-34,Instant & Frozen Food,2,0,137.2,Credit/Debit Card,0.3,False,3.8,10,5.0,5.0,False,2025-07-11,7,Jul,Friday,4,0,23,Night,0,0.0,0,137.2,0.0,0-1 km,On time
ORD120334,C01329,2025-10-17 11:28:00,Delhi NCR,True,35-44,Cold Drinks & Juices,6,15,408.84,Credit/Debit Card,1.11,False,5.2,10,11.8,4.0,False,2025-10-17,10,Oct,Friday,4,0,11,Morning,0,1.8000000000000007,1,480.98823529411766,72.14823529411768,1-2 km,1-3 min late
ORD117034,C02201,2025-10-22 19:42:00,Delhi NCR,True,18-24,Dairy & Bread,3,10,182.81,Cash on Delivery,1.13,False,3.7,10,9.5,5.0,False,2025-10-22,10,Oct,Wednesday,2,0,19,Evening,1,0.0,0,203.1222222222222,20.312222222222204,1-2 km,On time
ORD103848,C00304,2025-12-23 07:31:00,Bengaluru,True,45+,Fruits & Vegetables,3,0,252.3,UPI,0.65,False,4.6,10,6.6,5.0,False,2025-12-23,12,Dec,Tuesday,1,0,7,Morning,0,0.0,0,252.3,0.0,0-1 km,On time
ORD106373,C01349,2025-11-09 21:28:00,Mumbai,True,25-34,Dairy & Bread,2,10,120.47,UPI,1.19,False,1.8,10,8.0,5.0,False,2025-11-09,11,Nov,Sunday,6,1,21,Evening,1,0.0,0,133.85555555555555,13.385555555555555,1-2 km,On time
ORD126839,C01331,2025-10-16 19:56:00,Hyderabad,True,18-24,Chocolates & Sweets,1,10,44.96,Cash on Delivery,2.38,False,1.5,14,9.6,5.0,False,2025-10-16,10,Oct,Thursday,3,0,19,Evening,1,0.0,0,49.955555555555556,4.995555555555555,2-3 km,On time
ORD105210,C01208,2025-10-05 20:33:00,Mumbai,True,18-24,"Atta, Rice & Dal",5,0,961.25,UPI,0.3,True,4.5,10,5.5,5.0,False,2025-10-05,10,Oct,Sunday,6,1,20,Evening,1,0.0,0,961.25,0.0,0-1 km,On time
ORD105799,C01368,2025-08-21 15:00:00,Delhi NCR,False,25-34,Fruits & Vegetables,3,5,212.3,UPI,1.26,False,3.5,10,9.1,5.0,False,2025-08-21,8,Aug,Thursday,3,0,15,Afternoon,0,0.0,0,223.47368421052633,11.173684210526318,1-2 km,On time
ORD104461,C01013,2025-05-26 21:45:00,Mumbai,True,45+,Fruits & Vegetables,3,15,158.91,Cash on Delivery,0.92,True,3.6,10,9.7,5.0,False,2025-05-26,5,May,Monday,0,0,21,Evening,1,0.0,0,186.9529411764706,28.042941176470606,0-1 km,On time
ORD113529,C02875,2025-09-17 18:02:00,Delhi NCR,True,18-24,Snacks & Munchies,4,5,166.18,Credit/Debit Card,1.35,False,4.4,10,8.4,5.0,False,2025-09-17,9,Sep,Wednesday,2,0,18,Evening,0,0.0,0,174.9263157894737,8.746315789473698,1-2 km,On time
ORD122402,C00045,2025-06-22 08:46:00,Pune,False,35-44,Instant & Frozen Food,3,0,242.01,Pay Later,0.62,False,2.8,10,5.0,4.0,False,2025-06-22,6,Jun,Sunday,6,1,8,Morning,1,0.0,0,242.01,0.0,0-1 km,On time
ORD129043,C02106,2025-09-07 08:54:00,Hyderabad,True,25-34,Instant & Frozen Food,5,10,433.99,Cash on Delivery,2.22,False,4.4,14,13.5,4.0,False,2025-09-07,9,Sep,Sunday,6,1,8,Morning,1,0.0,0,482.2111111111111,48.2211111111111,2-3 km,On time
ORD106332,C02200,2025-12-13 22:04:00,Bengaluru,True,25-34,Fruits & Vegetables,4,0,237.68,UPI,1.41,True,4.6,10,11.0,5.0,False,2025-12-13,12,Dec,Saturday,5,1,22,Night,0,1.0,1,237.68,0.0,1-2 km,1-3 min late
ORD116677,C00423,2025-02-22 20:21:00,Delhi NCR,False,25-34,Snacks & Munchies,4,5,183.03,UPI,2.78,False,2.3,14,12.0,5.0,False,2025-02-22,2,Feb,Saturday,5,1,20,Evening,1,0.0,0,192.66315789473686,9.633157894736854,2-3 km,On time
ORD117989,C02355,2025-12-30 10:48:00,Mumbai,False,45+,Baby & Pet Care,2,0,569.13,UPI,0.41,False,5.1,10,8.9,5.0,False,2025-12-30,12,Dec,Tuesday,1,0,10,Morning,0,0.0,0,569.13,0.0,0-1 km,On time
ORD123374,C02323,2025-11-27 16:49:00,Mumbai,True,35-44,Household & Cleaning,4,0,690.79,UPI,1.83,False,2.2,14,6.4,5.0,False,2025-11-27,11,Nov,Thursday,3,0,16,Afternoon,0,0.0,0,690.79,0.0,1-2 km,On time
ORD129301,C01251,2025-04-12 21:36:00,Delhi NCR,False,25-34,Fruits & Vegetables,5,15,158.54,Pay Later,0.82,False,5.2,10,10.1,4.0,False,2025-04-12,4,Apr,Saturday,5,1,21,Evening,1,0.09999999999999964,1,186.5176470588235,27.97764705882352,0-1 km,1-3 min late
ORD128188,C02603,2025-05-05 01:44:00,Mumbai,True,35-44,Snacks & Munchies,4,0,181.58,Cash on Delivery,3.38,False,3.9,18,13.2,4.0,False,2025-05-05,5,May,Monday,0,0,1,Late Night,0,0.0,0,181.58,0.0,3-4 km,On time
ORD100702,C01474,2025-01-03 17:21:00,Mumbai,False,18-24,Instant & Frozen Food,4,10,577.66,Credit/Debit Card,1.0,False,3.4,10,5.5,5.0,False,2025-01-03,1,Jan,Friday,4,0,17,Evening,0,0.0,0,641.8444444444444,64.18444444444447,0-1 km,On time
ORD114960,C00028,2025-10-12 22:19:00,Delhi NCR,True,35-44,Chocolates & Sweets,3,0,217.15,UPI,0.7,False,4.0,10,9.8,4.0,False,2025-10-12,10,Oct,Sunday,6,1,22,Night,0,0.0,0,217.15,0.0,0-1 km,On time
ORD124431,C01941,2025-11-25 23:35:00,Delhi NCR,True,35-44,Baby & Pet Care,4,0,671.11,Credit/Debit Card,0.47,False,4.4,10,8.6,5.0,False,2025-11-25,11,Nov,Tuesday,1,0,23,Night,0,0.0,0,671.11,0.0,0-1 km,On time
ORD117192,C00158,2025-12-14 08:31:00,Bengaluru,True,18-24,Snacks & Munchies,4,15,209.68,UPI,4.24,True,3.9,18,23.8,4.0,False,2025-12-14,12,Dec,Sunday,6,1,8,Morning,1,5.800000000000001,1,246.68235294117648,37.00235294117647,4+ km,3-6 min late
ORD131909,C00726,2025-12-23 20:04:00,Delhi NCR,False,35-44,Chocolates & Sweets,6,5,328.73,Cash on Delivery,0.65,False,6.5,10,9.2,5.0,False,2025-12-23,12,Dec,Tuesday,1,0,20,Evening,1,0.0,0,346.0315789473685,17.301578947368455,0-1 km,On time
ORD104070,C02932,2025-08-06 13:10:00,Delhi NCR,True,18-24,Instant & Frozen Food,1,0,106.39,UPI,5.69,False,3.1,22,18.7,,False,2025-08-06,8,Aug,Wednesday,2,0,13,Afternoon,0,0.0,0,106.39,0.0,4+ km,On time
ORD104149,C00734,2025-11-19 18:57:00,Mumbai,False,25-34,Snacks & Munchies,3,5,233.57,Credit/Debit Card,1.42,False,4.7,10,11.8,4.0,False,2025-11-19,11,Nov,Wednesday,2,0,18,Evening,0,1.8000000000000007,1,245.86315789473684,12.29315789473685,1-2 km,1-3 min late
ORD100912,C00868,2025-07-13 20:10:00,Hyderabad,True,18-24,Instant & Frozen Food,3,5,407.9,UPI,3.85,False,4.5,18,18.7,,False,2025-07-13,7,Jul,Sunday,6,1,20,Evening,1,0.6999999999999993,1,429.36842105263156,21.468421052631584,3-4 km,1-3 min late
ORD104410,C02402,2025-07-13 18:01:00,Hyderabad,True,18-24,Personal Care,2,15,412.16,Credit/Debit Card,0.37,False,3.4,10,6.5,5.0,False,2025-07-13,7,Jul,Sunday,6,1,18,Evening,0,0.0,0,484.89411764705886,72.73411764705884,0-1 km,On time
ORD121385,C02735,2025-06-07 23:55:00,Delhi NCR,False,18-24,Chocolates & Sweets,1,10,81.16,UPI,3.18,False,2.7,18,12.0,4.0,False,2025-06-07,6,Jun,Saturday,5,1,23,Night,0,0.0,0,90.17777777777778,9.01777777777778,3-4 km,On time
ORD119336,C02453,2025-11-07 20:50:00,Bengaluru,True,35-44,Personal Care,8,0,1243.57,UPI,1.54,True,2.4,14,11.8,5.0,False,2025-11-07,11,Nov,Friday,4,0,20,Evening,1,0.0,0,1243.57,0.0,1-2 km,On time
ORD124038,C01354,2025-05-14 19:31:00,Mumbai,False,18-24,Electronics & Accessories,2,0,1629.37,UPI,1.53,True,3.5,14,9.2,4.0,False,2025-05-14,5,May,Wednesday,2,0,19,Evening,1,0.0,0,1629.37,0.0,1-2 km,On time
ORD114189,C02466,2025-05-19 20:14:00,Hyderabad,False,35-44,Snacks & Munchies,3,10,177.95,Credit/Debit Card,1.81,False,2.3,14,8.8,5.0,False,2025-05-19,5,May,Monday,0,0,20,Evening,1,0.0,0,197.7222222222222,19.77222222222221,1-2 km,On time
ORD101035,C02305,2025-05-27 13:57:00,Mumbai,False,18-24,Dairy & Bread,3,0,196.25,Cash on Delivery,1.58,False,3.0,14,7.5,5.0,False,2025-05-27,5,May,Tuesday,1,0,13,Afternoon,0,0.0,0,196.25,0.0,1-2 km,On time
ORD108500,C00210,2025-04-29 21:46:00,Bengaluru,False,18-24,Fruits & Vegetables,3,0,224.26,Wallet,1.16,False,3.7,10,10.8,4.0,False,2025-04-29,4,Apr,Tuesday,1,0,21,Evening,1,0.8000000000000007,1,224.26,0.0,1-2 km,1-3 min late
ORD108319,C02703,2025-01-30 12:22:00,Mumbai,True,18-24,Snacks & Munchies,5,0,417.36,Credit/Debit Card,1.43,False,3.2,10,7.5,4.0,False,2025-01-30,1,Jan,Thursday,3,0,12,Afternoon,0,0.0,0,417.36,0.0,1-2 km,On time
ORD100008,C01128,2025-05-21 06:01:00,Bengaluru,False,25-34,Chocolates & Sweets,4,0,427.54,Pay Later,3.34,True,2.8,18,16.6,,False,2025-05-21,5,May,Wednesday,2,0,6,Morning,0,0.0,0,427.54,0.0,3-4 km,On time
ORD106857,C00549,2025-10-24 09:54:00,Hyderabad,False,18-24,"Atta, Rice & Dal",1,0,103.86,UPI,0.97,False,3.7,10,8.3,4.0,False,2025-10-24,10,Oct,Friday,4,0,9,Morning,1,0.0,0,103.86,0.0,0-1 km,On time
ORD118849,C00957,2025-10-28 21:04:00,Hyderabad,True,45+,Chocolates & Sweets,3,15,429.56,Credit/Debit Card,2.72,False,3.1,14,14.3,4.0,False,2025-10-28,10,Oct,Tuesday,1,0,21,Evening,1,0.3000000000000007,1,505.36470588235295,75.80470588235295,2-3 km,1-3 min late
ORD131326,C01360,2025-10-19 08:12:00,Delhi NCR,False,35-44,Fruits & Vegetables,3,5,258.79,Wallet,1.88,False,2.5,14,11.7,3.0,False,2025-10-19,10,Oct,Sunday,6,1,8,Morning,1,0.0,0,272.4105263157895,13.620526315789505,1-2 km,On time
ORD121126,C02196,2025-12-16 18:04:00,Hyderabad,False,45+,Fruits & Vegetables,2,15,135.4,UPI,0.31,False,2.9,10,7.0,5.0,False,2025-12-16,12,Dec,Tuesday,1,0,18,Evening,0,0.0,0,159.29411764705884,23.894117647058835,0-1 km,On time
ORD107981,C02775,2025-10-11 20:42:00,Hyderabad,False,18-24,Dairy & Bread,3,10,149.68,Cash on Delivery,0.3,False,5.6,10,10.7,,False,2025-10-11,10,Oct,Saturday,5,1,20,Evening,1,0.6999999999999993,1,166.3111111111111,16.631111111111096,0-1 km,1-3 min late
ORD130384,C00731,2025-12-11 03:10:00,Mumbai,False,45+,Electronics & Accessories,4,10,1781.04,Credit/Debit Card,1.96,False,3.2,14,13.6,4.0,False,2025-12-11,12,Dec,Thursday,3,0,3,Late Night,0,0.0,0,1978.9333333333332,197.8933333333332,1-2 km,On time
ORD111256,C02391,2025-08-15 23:04:00,Bengaluru,False,25-34,Cold Drinks & Juices,3,0,200.01,UPI,0.73,True,4.7,10,7.8,5.0,False,2025-08-15,8,Aug,Friday,4,0,23,Night,0,0.0,0,200.01,0.0,0-1 km,On time
ORD126055,C00189,2025-08-15 15:11:00,Hyderabad,False,18-24,"Atta, Rice & Dal",4,0,824.5,Credit/Debit Card,2.56,False,4.6,14,13.1,5.0,False,2025-08-15,8,Aug,Friday,4,0,15,Afternoon,0,0.0,0,824.5,0.0,2-3 km,On time
ORD123440,C00983,2025-12-17 13:16:00,Hyderabad,True,25-34,Personal Care,3,5,689.78,UPI,1.69,False,3.8,14,9.1,4.0,False,2025-12-17,12,Dec,Wednesday,2,0,13,Afternoon,0,0.0,0,726.0842105263158,36.30421052631584,1-2 km,On time
ORD122459,C01466,2025-08-12 01:48:00,Bengaluru,True,18-24,Household & Cleaning,5,5,559.2,Credit/Debit Card,0.47,True,5.0,10,10.0,4.0,False,2025-08-12,8,Aug,Tuesday,1,0,1,Late Night,0,0.0,0,588.6315789473686,29.431578947368507,0-1 km,On time
ORD108922,C00235,2025-07-07 00:31:00,Kolkata,False,18-24,Snacks & Munchies,3,0,216.04,Pay Later,0.9,False,3.9,10,7.6,5.0,False,2025-07-07,7,Jul,Monday,0,0,0,Late Night,0,0.0,0,216.04,0.0,0-1 km,On time
ORD111570,C01545,2025-03-25 13:51:00,Mumbai,False,25-34,Dairy & Bread,3,20,93.26,UPI,1.35,False,5.4,10,10.3,,False,2025-03-25,3,Mar,Tuesday,1,0,13,Afternoon,0,0.3000000000000007,1,116.575,23.314999999999998,1-2 km,1-3 min late
ORD106081,C02810,2025-03-09 16:05:00,Delhi NCR,False,35-44,Chocolates & Sweets,3,10,172.37,Credit/Debit Card,1.35,False,2.2,10,5.2,4.0,False,2025-03-09,3,Mar,Sunday,6,1,16,Afternoon,0,0.0,0,191.5222222222222,19.152222222222207,1-2 km,On time
ORD118362,C00353,2025-03-17 16:53:00,Bengaluru,False,18-24,Cold Drinks & Juices,2,0,74.15,Cash on Delivery,2.37,False,2.5,14,12.2,5.0,False,2025-03-17,3,Mar,Monday,0,0,16,Afternoon,0,0.0,0,74.15,0.0,2-3 km,On time
ORD127496,C02212,2025-05-10 20:01:00,Mumbai,False,18-24,Snacks & Munchies,1,0,45.89,Wallet,1.13,False,3.3,10,11.2,,False,2025-05-10,5,May,Saturday,5,1,20,Evening,1,1.1999999999999993,1,45.89,0.0,1-2 km,1-3 min late
ORD118858,C02654,2025-04-27 19:23:00,Hyderabad,True,25-34,Cold Drinks & Juices,3,0,124.86,Wallet,1.23,False,4.7,10,7.4,5.0,False,2025-04-27,4,Apr,Sunday,6,1,19,Evening,1,0.0,0,124.86,0.0,1-2 km,On time
ORD125636,C01427,2025-10-25 19:26:00,Delhi NCR,False,18-24,"Atta, Rice & Dal",4,0,542.14,UPI,1.9,True,4.0,14,14.3,5.0,False,2025-10-25,10,Oct,Saturday,5,1,19,Evening,1,0.3000000000000007,1,542.14,0.0,1-2 km,1-3 min late
ORD119691,C00743,2025-03-31 12:24:00,Pune,True,35-44,"Atta, Rice & Dal",3,0,1140.24,UPI,2.09,True,5.0,14,14.2,4.0,False,2025-03-31,3,Mar,Monday,0,0,12,Afternoon,0,0.1999999999999993,1,1140.24,0.0,2-3 km,1-3 min late
ORD105144,C02379,2025-05-07 19:20:00,Delhi NCR,False,18-24,Electronics & Accessories,5,10,1185.33,UPI,1.0,True,4.5,10,9.8,5.0,False,2025-05-07,5,May,Wednesday,2,0,19,Evening,1,0.0,0,1317.0333333333333,131.70333333333338,0-1 km,On time
ORD122593,C00765,2025-11-01 19:07:00,Pune,True,18-24,Electronics & Accessories,3,20,808.2,Wallet,1.68,False,1.5,14,7.3,,False,2025-11-01,11,Nov,Saturday,5,1,19,Evening,1,0.0,0,1010.25,202.04999999999995,1-2 km,On time
ORD114224,C02096,2025-01-07 18:33:00,Mumbai,False,25-34,Fruits & Vegetables,3,0,162.65,UPI,0.83,False,3.2,10,5.2,5.0,False,2025-01-07,1,Jan,Tuesday,1,0,18,Evening,0,0.0,0,162.65,0.0,0-1 km,On time
ORD105865,C01643,2025-07-20 20:52:00,Mumbai,True,25-34,Fruits & Vegetables,3,5,141.7,Credit/Debit Card,3.14,False,4.2,18,15.8,4.0,False,2025-07-20,7,Jul,Sunday,6,1,20,Evening,1,0.0,0,149.1578947368421,7.457894736842121,3-4 km,On time
