customer_id,recency,frequency,monetary,cluster,segment
C00647,293,2,449.95,1,Lapsed / Low-Value
C00648,8,25,11268.24,2,Champions
C00649,4,33,12158.07,2,Champions
C00650,1,10,5200.889999999999,0,Active Regulars
C00651,40,3,2137.8900000000003,3,At-Risk (Fading Regulars)
C00652,6,13,4962.66,0,Active Regulars
C00653,33,4,1354.8400000000001,3,At-Risk (Fading Regulars)
C00654,106,5,1435.83,3,At-Risk (Fading Regulars)
C00655,4,19,6322.88,2,Champions
C00656,92,4,1220.76,3,At-Risk (Fading Regulars)
C00657,307,1,533.94,1,Lapsed / Low-Value
C00658,3,41,13254.22,2,Champions
C00659,74,5,1166.17,3,At-Risk (Fading Regulars)
C00660,92,11,3958.44,3,At-Risk (Fading Regulars)
C00661,160,9,2551.93,3,At-Risk (Fading Regulars)
C00662,1,28,7012.21,2,Champions
C00663,9,13,4936.62,0,Active Regulars
C00664,108,10,2746.8599999999997,3,At-Risk (Fading Regulars)
C00665,4,7,1846.84,0,Active Regulars
C00667,73,3,210.23000000000002,1,Lapsed / Low-Value
C00668,221,1,62.72,1,Lapsed / Low-Value
C00669,60,5,1858.8899999999999,3,At-Risk (Fading Regulars)
C00670,191,4,1332.19,3,At-Risk (Fading Regulars)
C00671,40,4,462.03,1,Lapsed / Low-Value
C00673,1,7,2703.85,0,Active Regulars
C00675,64,5,1558.05,3,At-Risk (Fading Regulars)
C00676,9,19,7407.05,2,Champions
C00677,45,4,1320.1,3,At-Risk (Fading Regulars)
C00678,286,1,431.12,1,Lapsed / Low-Value
C00679,114,12,2783.2200000000003,3,At-Risk (Fading Regulars)
C00680,219,14,3531.79,3,At-Risk (Fading Regulars)
C00681,12,15,4494.18,0,Active Regulars
C00682,3,15,5226.57,2,Champions
C00683,169,1,460.64,1,Lapsed / Low-Value
C00684,32,2,94.50999999999999,1,Lapsed / Low-Value
C00685,4,31,10770.41,2,Champions
C00687,82,1,99.2,1,Lapsed / Low-Value
C00688,16,29,5473.54,2,Champions
C00689,307,1,411.42,1,Lapsed / Low-Value
C00691,88,4,3970.54,3,At-Risk (Fading Regulars)
C00692,63,5,1478.52,3,At-Risk (Fading Regulars)
C00694,39,9,2393.75,0,Active Regulars
C00695,163,2,826.17,1,Lapsed / Low-Value
C00696,246,1,272.96,1,Lapsed / Low-Value
C00697,17,16,4679.89,0,Active Regulars
C00698,25,2,592.51,1,Lapsed / Low-Value
C00699,42,9,3781.2799999999997,0,Active Regulars
C00700,30,10,3407.91,0,Active Regulars
C00701,6,25,6540.29,2,Champions
C00702,43,4,1162.46,3,At-Risk (Fading Regulars)
C00703,7,24,7524.97,2,Champions
C00704,3,25,6149.47,2,Champions
C00705,16,15,3157.27,0,Active Regulars
C00706,165,4,3051.9700000000003,3,At-Risk (Fading Regulars)
C00707,4,14,5072.28,2,Champions
C00708,107,13,5239.83,3,At-Risk (Fading Regulars)
C00709,124,1,529.46,1,Lapsed / Low-Value
C00710,157,12,3779.6,3,At-Risk (Fading Regulars)
C00711,2,23,8698.1,2,Champions
C00712,66,34,13295.76,2,Champions
C00713,25,5,865.26,0,Active Regulars
C00714,21,13,4661.17,0,Active Regulars
C00716,19,2,426.05999999999995,1,Lapsed / Low-Value
C00717,26,10,2206.13,0,Active Regulars
C00718,236,3,1166.06,3,At-Risk (Fading Regulars)
C00719,180,3,555.81,1,Lapsed / Low-Value
C00720,35,17,5245.85,0,Active Regulars
C00721,5,27,6626.99,2,Champions
C00722,58,6,1525.56,3,At-Risk (Fading Regulars)
C00723,70,5,1245.29,3,At-Risk (Fading Regulars)
C00724,47,7,2726.8900000000003,3,At-Risk (Fading Regulars)
C00725,8,3,1232.78,0,Active Regulars
C00726,8,27,12298.289999999999,2,Champions
C00727,5,45,14477.98,2,Champions
C00728,27,10,5521.51,0,Active Regulars
C00729,3,19,4295.08,2,Champions
C00730,2,22,5082.48,2,Champions
C00731,21,8,4370.43,0,Active Regulars
C00732,16,3,478.99,1,Lapsed / Low-Value
C00733,19,3,2905.14,0,Active Regulars
C00734,1,14,6853.48,2,Champions
C00735,102,2,802.73,1,Lapsed / Low-Value
C00736,80,4,904.9100000000001,3,At-Risk (Fading Regulars)
C00737,118,5,1659.5099999999998,3,At-Risk (Fading Regulars)
C00739,5,5,1801.27,0,Active Regulars
C00740,62,7,1051.4,3,At-Risk (Fading Regulars)
C00742,122,15,7666.45,3,At-Risk (Fading Regulars)
C00743,8,18,7781.09,2,Champions
C00744,5,15,7644.68,2,Champions
C00745,243,9,4636.44,3,At-Risk (Fading Regulars)
C00746,138,24,11419.03,2,Champions
C00747,5,33,10258.99,2,Champions
C00748,34,2,759.19,1,Lapsed / Low-Value
C00749,8,15,4213.9,0,Active Regulars
C00750,40,8,2668.37,3,At-Risk (Fading Regulars)
C00751,2,11,3417.05,0,Active Regulars
C00753,45,4,1846.93,3,At-Risk (Fading Regulars)
C00754,130,12,4950.49,3,At-Risk (Fading Regulars)
C00755,94,2,880.49,1,Lapsed / Low-Value
C00756,173,3,641.28,1,Lapsed / Low-Value
C00757,3,34,13561.32,2,Champions
C00758,86,3,878.96,1,Lapsed / Low-Value
C00760,21,8,3261.28,0,Active Regulars
C00761,25,26,11204.52,2,Champions
C00762,8,6,1296.05,0,Active Regulars
C00764,8,6,3188.18,0,Active Regulars
C00765,3,50,16634.37,2,Champions
C00766,264,3,440.14,1,Lapsed / Low-Value
C00768,75,32,9190.91,2,Champions
C00769,139,4,2046.15,3,At-Risk (Fading Regulars)
C00770,31,22,8913.09,2,Champions
C00772,14,53,17725.59,2,Champions
C00773,265,2,230.03,1,Lapsed / Low-Value
C00774,223,1,261.48,1,Lapsed / Low-Value
C00775,1,9,2128.94,0,Active Regulars
C00776,4,20,6023.47,2,Champions
C00777,13,14,5047.46,0,Active Regulars
C00778,3,8,1474.32,0,Active Regulars
C00779,28,11,3437.75,0,Active Regulars
C00780,11,9,1941.26,0,Active Regulars
C00782,126,4,1599.8899999999999,3,At-Risk (Fading Regulars)
C00783,110,2,419.94,1,Lapsed / Low-Value
C00784,3,46,14515.58,2,Champions
C00785,10,18,8461.93,2,Champions
C00786,70,3,998.3,3,At-Risk (Fading Regulars)
C00787,10,12,3395.84,0,Active Regulars
C00788,29,5,1802.5,0,Active Regulars
C00790,273,6,1575.4,3,At-Risk (Fading Regulars)
C00792,72,4,2458.14,3,At-Risk (Fading Regulars)
C00793,270,1,183.06,1,Lapsed / Low-Value
C00794,11,16,6038.72,2,Champions
C00795,2,25,9393.9,2,Champions
C00796,11,25,6330.4,2,Champions
C00797,69,4,1645.06,3,At-Risk (Fading Regulars)
C00798,154,2,366.95,1,Lapsed / Low-Value
C00799,240,3,402.41999999999996,1,Lapsed / Low-Value
C00800,50,6,1019.79,3,At-Risk (Fading Regulars)
C00801,3,8,3617.37,0,Active Regulars
C00802,15,13,2301.46,0,Active Regulars
C00803,27,8,2088.16,0,Active Regulars
C00804,4,7,1588.65,0,Active Regulars
C00805,316,1,267.65,1,Lapsed / Low-Value
C00806,309,2,254.77,1,Lapsed / Low-Value
C00807,8,22,7314.77,2,Champions
C00808,1,10,3424.7900000000004,0,Active Regulars
C00809,289,1,296.77,1,Lapsed / Low-Value
C00810,5,65,25783.62,2,Champions
C00811,16,25,10350.13,2,Champions
C00812,29,10,4241.3099999999995,0,Active Regulars
C00813,355,1,179.58,1,Lapsed / Low-Value
C00814,283,6,2811.23,3,At-Risk (Fading Regulars)
C00815,87,4,1506.52,3,At-Risk (Fading Regulars)
C00816,5,6,2382.7200000000003,0,Active Regulars
C00817,8,18,5743.92,2,Champions
C00818,121,9,2182.77,3,At-Risk (Fading Regulars)
C00819,117,2,397.64,1,Lapsed / Low-Value
C00820,15,7,3149.7,0,Active Regulars
C00821,197,7,3269.26,3,At-Risk (Fading Regulars)
C00824,269,7,2583.3199999999997,3,At-Risk (Fading Regulars)
C00825,353,1,204.23,1,Lapsed / Low-Value
C00826,126,36,13182.880000000001,2,Champions
C00827,294,2,953.6500000000001,1,Lapsed / Low-Value
C00828,178,3,1054.87,3,At-Risk (Fading Regulars)
C00829,24,14,2696.34,0,Active Regulars
C00830,6,9,3940.7,0,Active Regulars
C00831,17,20,6908.34,2,Champions
C00832,171,1,100.73,1,Lapsed / Low-Value
C00833,5,20,9487.6,2,Champions
C00834,9,1,161.03,1,Lapsed / Low-Value
C00835,25,7,3010.53,0,Active Regulars
C00838,26,14,2892.87,0,Active Regulars
C00839,107,11,4625.12,3,At-Risk (Fading Regulars)
C00840,236,2,292.72,1,Lapsed / Low-Value
C00841,197,4,853.54,3,At-Risk (Fading Regulars)
C00842,7,22,6969.51,2,Champions
C00843,5,34,10069.23,2,Champions
C00844,215,5,1208.5,3,At-Risk (Fading Regulars)
C00845,15,25,9276.31,2,Champions
C00846,19,2,628.0799999999999,1,Lapsed / Low-Value
C00847,275,1,379.65,1,Lapsed / Low-Value
C00848,2,10,3835.22,0,Active Regulars
C00849,250,3,993.9200000000001,1,Lapsed / Low-Value
C00850,47,5,1699.59,3,At-Risk (Fading Regulars)
C00851,1,23,8410.47,2,Champions
C00852,4,1,203.34,1,Lapsed / Low-Value
C00853,22,2,433.04,1,Lapsed / Low-Value
C00854,334,1,129.34,1,Lapsed / Low-Value
C00855,92,8,2920.72,3,At-Risk (Fading Regulars)
C00856,26,8,3101.64,0,Active Regulars
C00857,1,40,11034.67,2,Champions
C00858,7,21,8758.34,2,Champions
C00859,68,6,1904.43,3,At-Risk (Fading Regulars)
C00861,320,1,117.13,1,Lapsed / Low-Value
C00862,23,3,446.83,1,Lapsed / Low-Value
C00863,4,29,11569.09,2,Champions
C00864,11,9,2025.07,0,Active Regulars
C00866,237,5,952.26,3,At-Risk (Fading Regulars)
C00868,12,19,8412.49,2,Champions
C00869,106,3,671.67,1,Lapsed / Low-Value
C00870,1,22,8956.36,2,Champions
C00871,19,3,902.04,0,Active Regulars
C00872,21,4,1746.7,0,Active Regulars
C00873,175,5,2480.16,3,At-Risk (Fading Regulars)
C00875,43,20,5579.97,2,Champions
C00876,122,10,3265.4,3,At-Risk (Fading Regulars)
C00877,6,46,17227.22,2,Champions
C00878,12,11,4081.3199999999997,0,Active Regulars
C00879,2,8,2847.37,0,Active Regulars
C00880,15,39,15264.87,2,Champions
C00881,5,14,4657.12,2,Champions
C00882,19,6,1613.29,0,Active Regulars
C00883,3,16,4297.72,2,Champions
C00884,32,9,3158.24,0,Active Regulars
C00885,308,8,4669.96,3,At-Risk (Fading Regulars)
C00886,4,3,1692.37,0,Active Regulars
C00887,33,20,7743.02,2,Champions
C00888,296,1,167.48,1,Lapsed / Low-Value
C00891,8,8,2137.45,0,Active Regulars
C00892,1,15,4186.97,2,Champions
C00893,2,12,4687.8,0,Active Regulars
C00894,31,18,7198.35,2,Champions
C00895,45,3,491.99999999999994,1,Lapsed / Low-Value
C00896,259,10,2414.74,3,At-Risk (Fading Regulars)
C00897,25,7,1057.21,0,Active Regulars
C00898,18,5,2587.46,0,Active Regulars
C00899,21,13,4539.58,0,Active Regulars
C00900,58,12,3479.84,3,At-Risk (Fading Regulars)
C00901,2,12,3612.18,0,Active Regulars
C00903,7,5,1667.62,0,Active Regulars
C00904,288,3,2193.85,3,At-Risk (Fading Regulars)
C00905,52,10,3037.21,3,At-Risk (Fading Regulars)
C00906,254,5,1846.65,3,At-Risk (Fading Regulars)
C00907,11,9,3841.24,0,Active Regulars
C00908,303,4,779.27,1,Lapsed / Low-Value
C00909,65,5,2167.99,3,At-Risk (Fading Regulars)
C00910,26,3,1229.77,3,At-Risk (Fading Regulars)
C00911,201,11,4376.66,3,At-Risk (Fading Regulars)
C00912,62,4,1222.03,3,At-Risk (Fading Regulars)
C00913,121,2,297.49,1,Lapsed / Low-Value
C00914,64,4,1423.66,3,At-Risk (Fading Regulars)
C00915,30,6,1726.99,0,Active Regulars
C00916,5,18,3921.32,2,Champions
C00917,89,4,1348.07,3,At-Risk (Fading Regulars)
C00918,201,4,1834.9499999999998,3,At-Risk (Fading Regulars)
C00919,134,5,2163.99,3,At-Risk (Fading Regulars)
C00920,273,1,116.18,1,Lapsed / Low-Value
C00922,22,18,5020.5,2,Champions
C00923,243,3,408.46,1,Lapsed / Low-Value
C00924,59,4,1837.65,3,At-Risk (Fading Regulars)
C00925,12,22,6889.45,2,Champions
C00926,305,2,671.86,1,Lapsed / Low-Value
C00927,43,5,1886.69,3,At-Risk (Fading Regulars)
C00928,34,17,4110.73,0,Active Regulars
C00929,173,12,3850.32,3,At-Risk (Fading Regulars)
C00930,189,4,1576.93,3,At-Risk (Fading Regulars)
C00931,289,4,1830.14,3,At-Risk (Fading Regulars)
C00932,42,16,6186.37,0,Active Regulars
C00933,188,7,3451.78,3,At-Risk (Fading Regulars)
C00934,94,3,438.29999999999995,1,Lapsed / Low-Value
C00935,4,15,4534.13,2,Champions
C00936,251,2,216.17,1,Lapsed / Low-Value
C00937,6,3,947.39,0,Active Regulars
C00938,59,12,3503.06,3,At-Risk (Fading Regulars)
C00939,236,1,578.84,1,Lapsed / Low-Value
C00940,69,11,4063.39,3,At-Risk (Fading Regulars)
C00941,122,17,4865.13,3,At-Risk (Fading Regulars)
C00942,288,2,589.62,1,Lapsed / Low-Value
C00944,41,1,305.34,1,Lapsed / Low-Value
C00945,21,9,3725.1200000000003,0,Active Regulars
C00946,4,14,4057.17,0,Active Regulars
C00947,20,7,2900.27,0,Active Regulars
C00948,100,2,310.12,1,Lapsed / Low-Value
C00949,33,16,5587.27,0,Active Regulars
C00952,260,4,530.66,1,Lapsed / Low-Value
C00953,2,14,4408.13,2,Champions
C00954,34,8,3764.27,0,Active Regulars
C00956,6,3,1488.77,0,Active Regulars
C00957,3,38,14686.01,2,Champions
C00958,3,6,2424.38,0,Active Regulars
C00959,17,11,3737.91,0,Active Regulars
C00960,9,10,4667.76,0,Active Regulars
C00961,47,14,5270.01,0,Active Regulars
C00962,151,3,420.13,1,Lapsed / Low-Value
C00963,44,6,960.25,3,At-Risk (Fading Regulars)
C00964,115,7,1640.1799999999998,3,At-Risk (Fading Regulars)
C00965,9,4,1610.0,0,Active Regulars
C00966,5,33,11521.58,2,Champions
C00967,32,8,2341.3,0,Active Regulars
C00968,144,2,673.05,1,Lapsed / Low-Value
C00969,41,7,4028.3199999999997,3,At-Risk (Fading Regulars)
C00970,142,2,1521.3200000000002,3,At-Risk (Fading Regulars)
C00972,181,11,2060.31,3,At-Risk (Fading Regulars)
C00973,17,12,2880.59,0,Active Regulars
C00974,144,3,1277.08,3,At-Risk (Fading Regulars)
C00975,343,1,1530.88,1,Lapsed / Low-Value
C00976,79,4,936.06,3,At-Risk (Fading Regulars)
C00977,4,6,870.83,0,Active Regulars
C00978,64,8,1954.26,3,At-Risk (Fading Regulars)
C00979,8,50,17700.6,2,Champions
C00981,233,1,387.28,1,Lapsed / Low-Value
C00982,81,5,922.5699999999999,3,At-Risk (Fading Regulars)
C00983,1,77,27711.18,2,Champions
C00984,15,14,3748.58,0,Active Regulars
C00985,55,6,1654.9,3,At-Risk (Fading Regulars)
C00986,43,3,371.34000000000003,1,Lapsed / Low-Value
C00988,81,4,923.6500000000001,3,At-Risk (Fading Regulars)
C00989,34,15,6769.54,0,Active Regulars
C00990,98,13,4637.18,3,At-Risk (Fading Regulars)
C00991,2,20,8362.31,2,Champions
C00992,29,7,1671.3,0,Active Regulars
C00993,15,33,11033.01,2,Champions
C00994,47,3,278.74,1,Lapsed / Low-Value
C00996,5,5,1773.25,0,Active Regulars
C00997,24,23,7391.48,2,Champions
C00998,332,2,792.13,1,Lapsed / Low-Value
C00999,30,2,400.85,1,Lapsed / Low-Value
C01001,3,9,4981.03,0,Active Regulars
C01002,10,15,3886.23,0,Active Regulars
C01003,19,7,1977.0700000000002,0,Active Regulars
C01004,161,15,4120.89,3,At-Risk (Fading Regulars)
C01006,243,2,3015.6699999999996,3,At-Risk (Fading Regulars)
C01007,79,2,449.34,1,Lapsed / Low-Value
C01008,40,11,3335.95,0,Active Regulars
C01009,11,8,1991.78,0,Active Regulars
C01010,10,12,3251.93,0,Active Regulars
C01011,48,3,591.69,1,Lapsed / Low-Value
C01012,77,7,2459.21,3,At-Risk (Fading Regulars)
C01013,43,6,1368.3999999999999,3,At-Risk (Fading Regulars)
C01014,144,6,1524.11,3,At-Risk (Fading Regulars)
C01015,303,2,344.85,1,Lapsed / Low-Value
C01016,130,2,619.72,1,Lapsed / Low-Value
C01017,42,7,4369.38,3,At-Risk (Fading Regulars)
C01018,26,13,3996.54,0,Active Regulars
C01019,316,1,289.96,1,Lapsed / Low-Value
C01020,25,8,1897.0,0,Active Regulars
C01021,157,1,91.95,1,Lapsed / Low-Value
C01022,19,4,1387.54,0,Active Regulars
C01023,5,23,6962.62,2,Champions
C01024,2,19,5962.0,2,Champions
C01025,12,15,2879.48,0,Active Regulars
C01026,182,4,2675.56,3,At-Risk (Fading Regulars)
C01027,4,27,9091.03,2,Champions
C01028,321,2,570.05,1,Lapsed / Low-Value
C01029,27,9,3318.13,0,Active Regulars
C01030,86,2,501.02,1,Lapsed / Low-Value
C01031,10,22,7587.19,2,Champions
C01032,105,2,282.28,1,Lapsed / Low-Value
C01033,1,59,26766.91,2,Champions
C01034,1,10,3159.5299999999997,0,Active Regulars
C01035,16,12,6748.84,0,Active Regulars
C01036,204,4,1094.31,3,At-Risk (Fading Regulars)
C01037,31,30,8974.61,2,Champions
C01040,332,1,128.47,1,Lapsed / Low-Value
C01041,238,10,2606.37,3,At-Risk (Fading Regulars)
C01042,6,77,27089.33,2,Champions
C01043,34,16,6322.45,2,Champions
C01044,12,48,13409.1,2,Champions
C01046,13,7,1659.1499999999999,0,Active Regulars
C01047,8,6,1113.64,0,Active Regulars
C01048,6,40,14683.85,2,Champions
C01049,3,32,11427.99,2,Champions
C01050,25,13,4655.14,0,Active Regulars
C01051,37,10,2209.22,0,Active Regulars
C01052,296,2,926.1,1,Lapsed / Low-Value
C01053,2,41,11059.57,2,Champions
C01054,191,3,744.92,1,Lapsed / Low-Value
C01055,2,2,270.53,0,Active Regulars
C01056,10,37,13845.79,2,Champions
C01058,12,51,16253.960000000001,2,Champions
C01059,135,10,2357.7599999999998,3,At-Risk (Fading Regulars)
C01060,13,7,4294.16,0,Active Regulars
C01061,39,13,4579.44,0,Active Regulars
C01062,199,9,2333.2,3,At-Risk (Fading Regulars)
C01063,28,4,974.56,3,At-Risk (Fading Regulars)
C01064,8,79,27535.44,2,Champions
C01065,3,10,4007.66,0,Active Regulars
C01066,87,3,960.72,3,At-Risk (Fading Regulars)
C01067,5,31,11353.16,2,Champions
C01068,74,9,4863.55,3,At-Risk (Fading Regulars)
C01069,8,12,6345.76,0,Active Regulars
C01070,113,28,6684.81,2,Champions
C01071,270,5,1523.3,3,At-Risk (Fading Regulars)
C01072,2,7,1749.66,0,Active Regulars
C01073,1,26,10578.0,2,Champions
C01074,5,4,2033.53,0,Active Regulars
C01075,57,5,568.21,3,At-Risk (Fading Regulars)
C01076,14,18,6561.3,2,Champions
C01077,54,27,8114.7300000000005,2,Champions
C01078,34,3,763.11,1,Lapsed / Low-Value
C01079,24,13,4014.2200000000003,0,Active Regulars
C01080,4,11,3261.95,0,Active Regulars
C01081,4,12,4165.28,0,Active Regulars
C01082,27,11,4064.7,0,Active Regulars
C01083,9,31,13576.960000000001,2,Champions
C01084,162,3,721.25,1,Lapsed / Low-Value
C01085,2,3,453.56,0,Active Regulars
C01086,134,14,4416.610000000001,3,At-Risk (Fading Regulars)
C01087,28,12,2918.11,0,Active Regulars
C01088,11,36,10581.87,2,Champions
C01089,120,1,160.64,1,Lapsed / Low-Value
C01090,3,15,5470.71,2,Champions
C01091,1,10,2787.06,0,Active Regulars
C01092,10,7,2822.9,0,Active Regulars
C01093,154,7,2443.88,3,At-Risk (Fading Regulars)
C01094,85,6,1710.45,3,At-Risk (Fading Regulars)
C01095,132,3,364.15,1,Lapsed / Low-Value
C01096,27,10,2929.22,0,Active Regulars
C01097,7,25,8420.99,2,Champions
C01098,3,68,21256.68,2,Champions
C01099,3,25,8127.3,2,Champions
C01100,8,18,6888.3099999999995,2,Champions
C01101,274,4,1449.16,3,At-Risk (Fading Regulars)
C01102,5,16,6379.700000000001,2,Champions
C01105,252,8,2779.73,3,At-Risk (Fading Regulars)
C01106,49,5,2754.19,3,At-Risk (Fading Regulars)
C01107,328,1,179.06,1,Lapsed / Low-Value
C01108,7,50,19533.74,2,Champions
C01109,1,19,4135.6,2,Champions
C01110,254,2,724.8599999999999,1,Lapsed / Low-Value
C01111,36,7,1407.09,3,At-Risk (Fading Regulars)
C01112,29,8,3242.7400000000002,0,Active Regulars
C01113,32,4,984.8900000000001,3,At-Risk (Fading Regulars)
C01114,4,18,7701.6,2,Champions
C01115,114,6,1685.48,3,At-Risk (Fading Regulars)
C01116,16,5,1240.37,0,Active Regulars
C01117,27,5,2453.38,0,Active Regulars
C01118,181,3,1350.33,3,At-Risk (Fading Regulars)
C01119,6,49,16740.39,2,Champions
C01120,233,2,596.17,1,Lapsed / Low-Value
C01121,44,2,882.54,1,Lapsed / Low-Value
C01122,12,22,6571.18,2,Champions
C01123,267,2,474.88,1,Lapsed / Low-Value
C01124,166,5,1316.3400000000001,3,At-Risk (Fading Regulars)
C01125,1,31,10125.18,2,Champions
C01126,236,1,126.13,1,Lapsed / Low-Value
C01127,23,5,1870.15,0,Active Regulars
C01128,151,10,3649.81,3,At-Risk (Fading Regulars)
C01129,30,4,1664.67,3,At-Risk (Fading Regulars)
C01130,142,2,892.46,1,Lapsed / Low-Value
C01131,151,2,262.5,1,Lapsed / Low-Value
C01132,1,9,1881.38,0,Active Regulars
C01133,119,2,752.26,1,Lapsed / Low-Value
C01134,7,10,3499.8599999999997,0,Active Regulars
C01135,57,1,112.77,1,Lapsed / Low-Value
C01136,128,4,1373.83,3,At-Risk (Fading Regulars)
C01137,69,12,5363.35,3,At-Risk (Fading Regulars)
C01138,290,1,876.17,1,Lapsed / Low-Value
C01139,285,5,1884.35,3,At-Risk (Fading Regulars)
C01140,5,6,5333.01,0,Active Regulars
C01141,39,6,2423.53,3,At-Risk (Fading Regulars)
C01142,6,5,2920.98,0,Active Regulars
C01144,103,1,193.8,1,Lapsed / Low-Value
C01145,201,3,1789.63,3,At-Risk (Fading Regulars)
C01146,44,1,265.73,1,Lapsed / Low-Value
C01147,65,1,264.92,1,Lapsed / Low-Value
C01149,1,34,11586.9,2,Champions
C01150,2,4,1292.66,0,Active Regulars
C01151,18,2,446.17,1,Lapsed / Low-Value
C01153,257,1,364.85,1,Lapsed / Low-Value
C01154,6,8,4342.01,0,Active Regulars
C01155,30,17,5365.52,0,Active Regulars
C01156,32,11,3869.27,0,Active Regulars
C01158,34,11,2939.79,0,Active Regulars
C01159,307,6,3076.01,3,At-Risk (Fading Regulars)
C01160,44,12,4025.5699999999997,0,Active Regulars
C01161,2,12,5735.34,2,Champions
C01162,24,3,516.87,1,Lapsed / Low-Value
C01163,24,14,3659.81,0,Active Regulars
C01164,144,3,589.75,1,Lapsed / Low-Value
C01165,69,2,615.37,1,Lapsed / Low-Value
C01166,26,5,924.0,0,Active Regulars
C01167,224,1,207.01,1,Lapsed / Low-Value
C01168,29,11,4394.95,0,Active Regulars
C01169,110,5,1498.39,3,At-Risk (Fading Regulars)
C01170,209,3,819.5,1,Lapsed / Low-Value
C01171,305,9,2161.83,3,At-Risk (Fading Regulars)
C01172,111,2,307.35,1,Lapsed / Low-Value
C01173,41,8,1687.8,3,At-Risk (Fading Regulars)
C01175,196,8,3739.5299999999997,3,At-Risk (Fading Regulars)
C01176,9,22,5017.72,2,Champions
C01177,292,8,1625.94,3,At-Risk (Fading Regulars)
C01178,197,2,740.3399999999999,1,Lapsed / Low-Value
C01179,3,30,8871.24,2,Champions
C01180,49,5,1796.43,3,At-Risk (Fading Regulars)
C01181,12,10,3949.16,0,Active Regulars
C01182,28,1,110.12,1,Lapsed / Low-Value
C01183,269,6,2894.3900000000003,3,At-Risk (Fading Regulars)
C01184,26,12,3662.41,0,Active Regulars
C01185,129,10,4184.14,3,At-Risk (Fading Regulars)
C01186,174,1,248.01,1,Lapsed / Low-Value
C01187,127,11,2124.43,3,At-Risk (Fading Regulars)
C01188,29,9,3756.99,0,Active Regulars
C01189,62,6,2785.94,3,At-Risk (Fading Regulars)
C01190,222,4,603.23,1,Lapsed / Low-Value
C01191,9,13,3311.35,0,Active Regulars
C01192,121,1,505.12,1,Lapsed / Low-Value
C01193,84,2,461.48,1,Lapsed / Low-Value
C01194,13,17,6212.53,2,Champions
C01195,12,23,7951.58,2,Champions
C01196,14,11,3835.5299999999997,0,Active Regulars
C01197,133,4,1063.4,3,At-Risk (Fading Regulars)
C01198,1,16,9537.06,2,Champions
C01199,123,7,1410.46,3,At-Risk (Fading Regulars)
C01200,12,25,8494.25,2,Champions
C01201,4,13,4176.85,0,Active Regulars
C01203,187,3,1570.73,3,At-Risk (Fading Regulars)
C01204,84,20,7079.9,3,At-Risk (Fading Regulars)
C01206,9,26,6511.48,2,Champions
C01207,259,3,1579.77,3,At-Risk (Fading Regulars)
C01208,3,44,18169.34,2,Champions
C01209,10,3,1686.45,0,Active Regulars
C01210,45,2,1147.47,3,At-Risk (Fading Regulars)
C01212,4,10,4016.7200000000003,0,Active Regulars
C01216,52,9,2062.9,3,At-Risk (Fading Regulars)
C01217,305,1,245.34,1,Lapsed / Low-Value
C01218,5,24,9329.34,2,Champions
C01219,8,46,16095.32,2,Champions
C01220,107,1,643.3,1,Lapsed / Low-Value
C01221,11,4,1047.83,0,Active Regulars
C01222,45,4,887.77,3,At-Risk (Fading Regulars)
C01223,31,8,1560.69,0,Active Regulars
C01224,312,1,620.42,1,Lapsed / Low-Value
C01225,68,1,297.84,1,Lapsed / Low-Value
C01226,87,8,2080.7,3,At-Risk (Fading Regulars)
C01228,23,14,5060.77,0,Active Regulars
C01229,18,25,8096.95,2,Champions
C01230,5,8,1302.52,0,Active Regulars
C01231,241,3,681.69,1,Lapsed / Low-Value
C01232,236,5,2368.23,3,At-Risk (Fading Regulars)
C01233,5,35,9766.16,2,Champions
C01234,290,3,675.36,1,Lapsed / Low-Value
C01236,4,7,2033.74,0,Active Regulars
C01237,108,2,615.29,1,Lapsed / Low-Value
C01239,61,7,2361.2,3,At-Risk (Fading Regulars)
C01240,45,5,1352.31,3,At-Risk (Fading Regulars)
C01241,9,17,3603.33,0,Active Regulars
C01242,110,6,2557.91,3,At-Risk (Fading Regulars)
C01243,57,3,512.13,1,Lapsed / Low-Value
C01244,111,3,626.08,1,Lapsed / Low-Value
C01245,207,7,2855.56,3,At-Risk (Fading Regulars)
C01246,125,1,152.81,1,Lapsed / Low-Value
C01248,82,1,64.36,1,Lapsed / Low-Value
C01250,16,2,561.35,1,Lapsed / Low-Value
C01251,161,3,940.14,1,Lapsed / Low-Value
C01252,357,1,130.21,1,Lapsed / Low-Value
C01253,329,1,188.98,1,Lapsed / Low-Value
C01254,50,5,1075.17,3,At-Risk (Fading Regulars)
C01255,355,1,325.96,1,Lapsed / Low-Value
C01256,7,6,1736.0500000000002,0,Active Regulars
C01257,1,27,9478.369999999999,2,Champions
C01259,3,27,8908.08,2,Champions
C01260,21,36,13520.23,2,Champions
C01262,75,1,95.79,1,Lapsed / Low-Value
C01263,5,17,7434.84,2,Champions
C01264,9,16,5192.99,2,Champions
C01266,33,2,695.9300000000001,1,Lapsed / Low-Value
C01267,2,14,4937.51,2,Champions
C01268,19,13,5272.18,0,Active Regulars
C01270,5,25,7370.05,2,Champions
C01272,173,1,299.46,1,Lapsed / Low-Value
C01275,93,6,1004.0400000000001,3,At-Risk (Fading Regulars)
C01276,10,17,7739.94,2,Champions
C01277,171,17,7369.33,3,At-Risk (Fading Regulars)
